"REMOVE","What is the weather like in Sydney","6"
"REMOVE","Which lectures are scheduled for Tuesday at 16","23"
"REMOVE","What lectures are available on Friday at 15","14"
"REMOVE","Which lectures are scheduled at 9 on Wednesday","8"
"REMOVE","Tell me the location of room C.1010","6"
"REMOVE","Where can I find the project room","5"
"REMOVE","Where is room D.3005 situated","20"
"REMOVE","What is the weather forecast for Beijing","6"
"REMOVE","What is the current population of Mexico City","3"
"REMOVE","wiki Tell me about the history of artificial intelligence","13"
"REMOVE","wiki What are the fundamentals of computer networking","3"
"REMOVE","wiki Provide information on the concept of Big O notation","25"
"REMOVE","What is the result of 79","4"
"REMOVE","What is the value of 10/0","4"
"REMOVE","Is 20+5 equal to 25","7"
"REMOVE","Is 310 equal to 30","4"
"REMOVE","What is the result of ((4+3)*2)/6","10"
"REMOVE","What is 5^2","6"
"REMOVE","What is the weather like in Tokyo","6"
"REMOVE","wiki Who is the current Prime Minister of the United Kingdom","16"
"REMOVE","How's the weather in Berlin","2"
"REMOVE","Which lectures are scheduled at 13 on Sunday","18"
"REMOVE","On Thursday at 9","1"
"REMOVE","Where is the library located on campus","15"
"REMOVE","wiki Tell me about the history of the Netherlands","28"
"REMOVE","What's the weather like in Amsterdam","11"
"REMOVE","wiki Who is the current King of Spain","1"
"REMOVE","Is (6-4)3 equal to 6","1"
"REMOVE","What is the result of ((5-8)^3)2","6"
"REMOVE","How can I reach DeepSpace Center","13"
"REMOVE","What is the weather like in Manila","13"
"REMOVE","Which lectures are available on Friday at 15","15"
"REMOVE","Which lectures are scheduled at 13 on Thursday","23"
"REMOVE","What are the lecture timings for Wednesday at 9","11"
"REMOVE","Which lectures are scheduled at 10 on Tuesday","21"
"REMOVE","Which lectures are scheduled at 15 on Monday","18"
"REMOVE","How do I get to DeepSpa","6"
"REMOVE","How can I reach the lecture hall","16"
"REMOVE","How does she get to room C.2011","17"
"REMOVE","Where can I find the box","5"
"REMOVE","Where is the project room located","19"
"REMOVE","Where is room B.3005 situated","8"
"REMOVE","What is the weather forecast for Shanghai","8"
"REMOVE","wiki What is the current population of Seoul","7"
"REMOVE","wiki Tell me about software testing methodologies","9"
"REMOVE","wiki What are the principles of computer graphics","16"
"REMOVE","wiki Provide information on the field of artificial intelligence","17"
"REMOVE","What is the result of 632","6"
"REMOVE","What is the value of 10/0","7"
"REMOVE","Is 17+2 equal to 19","5"
"REMOVE","Is 8340 equal to 3320","6"
"REMOVE","What is the result of ((3+2)4)/6","7"
"REMOVE","What is 13^2","3"
"REMOVE","What is the weather like in Edinburgh","5"
"REMOVE","wiki Who is the current President of Canada","19"
"REMOVE","How's the weather in Brussels","1"
"REMOVE","Which lectures are scheduled at 13 on Sunday","7"
"REMOVE","On Thursday at 9","1"
"REMOVE","Where is the Randwyck library situated","4"
"REMOVE","wiki Tell me about the geography of the Netherlands","10"
"REMOVE","What's the weather like in Nijmegen","1"
"REMOVE","wiki Provide information on current emerging trends in cybersecurity","22"
"REMOVE","Is (5-3)^2 equal to 4","7"
"REMOVE","What is the result of ((3-12)^3)2","7"
"REMOVE","How do you get to DeepSpace Center","16"
"REMOVE","What is the weather like in Vientiane","4"
"REMOVE","Is 5+2 equal to 7","4"
"REMOVE","Is 423 equal to 82","4"
"REMOVE","What is the result of ((3+2)4)/6","4"
"REMOVE","Is 6354 equal to 3402","6"
"REMOVE","Is 420 equal to 80","4"
"REMOVE","What is the result of ((5+19)*4)/6","10"
"REMOVE","How do you get to the desired place","10"
"REMOVE","What is the weather like in Windhoek","12"
"REMOVE","Is 572+3654 equal to 4226","6"
"REMOVE","Is 7^3 equal to 343","8"
"REMOVE","What is the result of ((29-12)^3)2","16"
"REMOVE","Is 4729 equal to 1363","5"
"REMOVE","wiki What are the benefits of exercise","6"
"REMOVE","wiki Who is Marie Curie","3"
"REMOVE","wiki What is the theory of relativity","7"
"REMOVE","wiki How does photosynthesis work","6"
"REMOVE","wiki Explain the concept of supply and demand","14"
"REMOVE","wiki What are the symptoms of COVID-19","21"
"REMOVE","wiki Who is Nelson Mandela","5"
"REMOVE","wiki What is the history of Ancient Rome","10"
"REMOVE","wiki How does the internet work","6"
"REMOVE","wiki What are the principles of democracy","17"
"REMOVE","wiki Explain the process of fermentation","6"
"REMOVE","wiki Who is Albert Einstein","9"
"REMOVE","wiki What are the different types of renewable energy","6"
"REMOVE","wiki What is the meaning of life","15"
"REMOVE","wiki Explain the concept of quantum mechanics","15"
"REMOVE","wiki Who is Leonardo da Vinci","8"
"REMOVE","wiki What is the history of the Industrial Revolution","10"
"REMOVE","wiki How do vaccines work","6"
"REMOVE","wiki Who is Isaac Newton","7"
"REMOVE","wiki What are the effects of climate change","16"
"REMOVE","What is the weather like today","9"
"REMOVE","Are there any available appointments","23"
"REMOVE","Where can I find a good restaurant","5"
"REMOVE","Which movies are playing tonight","21"
"REMOVE","wiki Tell me about the history of Ancient Rome","27"
"REMOVE","Calculate the value of (4+5)/2","7"
"REMOVE","Which books are recommended for beginners","7"
"REMOVE","Tell me about the latest fashion trends","9"
"REMOVE","Find the nearest gas station","9"
"REMOVE","Who is the current President of the United States","17"
"REMOVE","What are the symptoms of the common cold","9"
"REMOVE","Is 7+3 equal to 10","5"
"REMOVE","Evaluate the expression (2*3+4)/5","4"
"REMOVE","How long does it take to get to the airport","10"
"REMOVE","Where can I buy concert tickets","5"
"REMOVE","What time does the train arrive","8"
"REMOVE","Provide information about the nearest hotels","8"
"REMOVE","Locate the nearest pharmacy","11"
"REMOVE","What is the weather forecast for tomorrow","2"
"REMOVE","wiki Explain the concept of artificial intelligence","9"
"REMOVE","What is the best way to learn a new language","1"
"REMOVE","Find the nearest parking lot","9"
"REMOVE","Recommend a good book to read","3"
"REMOVE","What are the ingredients for a classic margherita pizza","1"
"REMOVE","Is it going to rain today","4"
"REMOVE","What is the capital of France","2"
"REMOVE","Who won the Nobel Prize in Physics in 2020","3"
"REMOVE","What are the top tourist attractions in London","5"
"REMOVE","Tell me about the history of photography","14"
"REMOVE","Calculate the area of a triangle with base 5 and height 8","5"
"REMOVE","What are the opening hours of the museum","13"
"REMOVE","Find the nearest ATM","5"
"REMOVE","What is the current exchange rate between US dollars and Euros","22"
"REMOVE","Is 10 divided by 2 equal to 5","7"
"REMOVE","What is the square root of 16","1"
"REMOVE","What is the temperature in New York City","1"
"REMOVE","wiki Who is the Prime Minister of Canada","7"
"REMOVE","What is the best time to visit the Grand Canyon","8"
"REMOVE","Provide information about the nearest shopping mall","18"
"REMOVE","Locate the nearest post office","5"
"REMOVE","What is the best way to lose weight","2"
"REMOVE","Find the nearest coffee shop","10"
"REMOVE","What is the weather like in Sydney","7"
"REMOVE","Who is the author of the book ""To Kill a Mockingbird""","21"
"REMOVE","What is the population of Tokyo","2"
"REMOVE","What are the benefits of regular exercise","20"
"REMOVE","Tell me about the history of the Internet","4"
"REMOVE","Calculate the value of pi to the nearest hundredth","6"
"REMOVE","What are the opening hours of the library","19"
"REMOVE","Find the nearest gym","5"
"REMOVE","What is the current stock price of Apple","1"
"REMOVE","Is 20 multiplied by 3 equal to 60","9"
"REMOVE","What is the cube root of 27","9"
"REMOVE","What is the weather like in Paris","4"
"REMOVE","wiki Who is the CEO of Microsoft","8"
"REMOVE","What is the best time to visit the Eiffel Tower","8"
"REMOVE","Provide information about the nearest bus stop","5"
"REMOVE","Locate the nearest hospital","5"
"REMOVE","What is the best way to improve memory","1"
"REMOVE","Find the nearest bookstore","1"
"REMOVE","wiki Tell me about the history of Ancient Egypt","18"
"REMOVE","wiki What are the side effects of the COVID-19 vaccine","34"
"REMOVE","wiki What is the capital of Brazil","9"
"REMOVE","wiki Who invented the telephone","11"
"REMOVE","wiki Explain the process of cellular respiration","22"
"REMOVE","wiki What are the different programming languages","13"
"REMOVE","wiki What is the population of New York City","6"
"REMOVE","wiki Describe the structure of DNA","24"
"REMOVE","wiki Who painted the Mona Lisa","3"
"REMOVE","wiki What are the major causes of air pollution","6"
"REMOVE","wiki What is the meaning of the term ""sustainability""","8"
"REMOVE","wiki Who discovered penicillin","3"
"REMOVE","wiki Explain the concept of artificial intelligence","13"
"REMOVE","wiki What are the major components of the human nervous system","22"
"REMOVE","wiki Who wrote the play Romeo and Juliet","20"
"REMOVE","wiki What are the benefits of regular exercise","9"
"REMOVE","wiki Explain the process of photosynthesis","14"
"REMOVE","wiki What are the stages of mitosis","4"
"REMOVE","wiki Who is the current Prime Minister of the United Kingdom","5"
"REMOVE","wiki Describe the process of digestion","9"
"REMOVE","wiki What are the major branches of science","5"
"REMOVE","wiki Who composed the symphony ""Ode to Joy""","9"
"REMOVE","wiki Explain the concept of supply and demand","11"
"REMOVE","wiki What are the major types of renewable energy sources","30"
"REMOVE","wiki Who is the author of the novel ""Pride and Prejudice""","30"
"REMOVE","wiki Describe the process of evolution","6"
"REMOVE","wiki What are the major causes of climate change","25"
"REMOVE","wiki Who discovered the theory of general relativity","21"
"REMOVE","wiki wiki Explain the concept of quantum mechanics","9"
"REMOVE","wiki What are the major features of the human respiratory system","7"
"REMOVE","wiki Who is the artist behind the painting ""Starry Night""","36"
"REMOVE","wiki What are the benefits of meditation","6"
"REMOVE","wiki Describe the process of plate tectonics","24"
"REMOVE","wiki Who is the current President of the United States","16"
"REMOVE","wiki Explain the concept of genetic inheritance","5"
"REMOVE","wiki What are the major types of renewable energy sources","6"
"REMOVE","wiki Who is the author of the play ""Hamlet""","10"
"REMOVE","wiki Describe the process of cellular division","9"
"REMOVE","wiki What are the major factors influencing climate change","5"
"REMOVE","wiki Who discovered the theory of relativity","15"
"REMOVE","wiki Explain the concept of artificial neural networks","16"
"REMOVE","What is the average rainfall in Seattle","2"
"REMOVE","Are there any available hotel rooms","17"
"REMOVE","Where can I find a good sushi restaurant","17"
"REMOVE","Which concerts are happening this weekend","14"
"REMOVE","wiki Explain the theory of relativity","11"
"REMOVE","Evaluate the expression (6/2)*(4-1)","6"
"REMOVE","Which programming languages are in high demand","8"
"REMOVE","Tell me about the latest technology trends","11"
"REMOVE","Find the nearest park","3"
"REMOVE","wiki Who is the current Prime Minister of the United Kingdom","18"
"REMOVE","wiki What are the symptoms of COVID-19","4"
"REMOVE","Is 8-3 equal to 5","1"
"REMOVE","Evaluate the expression (5^2)/3","1"
"REMOVE","How long does it take to drive to the beach","12"
"REMOVE","Where can I buy concert tickets online","4"
"REMOVE","What time does the bus depart","10"
"REMOVE","Provide information about local tourist attractions","12"
"REMOVE","Locate the nearest movie theater","8"
"REMOVE","What is the weather forecast for next week","16"
"REMOVE","wiki Explain the concept of machine learning","18"
"REMOVE","What is the best method to study for exams","5"
"REMOVE","Find the nearest parking garage","16"
"REMOVE","Recommend a good movie to watch","1"
"REMOVE","What are the ingredients for a classic chocolate chip cookie","3"
"REMOVE","Is it going to snow tomorrow","3"
"REMOVE","What is the capital of Japan","3"
"REMOVE","wiki Who won the Nobel Prize in Literature in 2021","19"
"REMOVE","What are the must-visit places in New York City","3"
"REMOVE","wiki Tell me about the history of the Renaissance","8"
"REMOVE","Calculate the area of a circle with radius 10","5"
"REMOVE","What are the operating hours of the amusement park","5"
"REMOVE","Find the nearest gas station with a car wash","8"
"REMOVE","What is the current price of gold","4"
"REMOVE","Is 15 divided by 3 equal to 5","6"
"REMOVE","What is the square root of 25","7"
"REMOVE","What is the temperature in Los Angeles","1"
"REMOVE","wiki Who is the President of France","26"
"REMOVE","What is the best time to visit the Great Wall of China","11"
"REMOVE","Provide information about the nearest shopping center","23"
"REMOVE","Locate the nearest train station","6"
"REMOVE","What is the best way to reduce stress","5"
"REMOVE","Find the nearest pharmacy with 24-hour service","16"
"REMOVE","What is the weather like in Dubai","9"
"REMOVE","wiki Who is the author of the book ""1984""","3"
"REMOVE","What is the population of New Delhi","11"
"REMOVE","What are the benefits of a balanced diet","6"
"REMOVE","wiki Tell me about the history of the Industrial Revolution","38"
"REMOVE","Calculate the value of e raised to the power of 2","5"
"REMOVE","What are the opening hours of the zoo","23"
"REMOVE","Find the nearest post office with passport services","16"
"REMOVE","What is the current exchange rate between US dollars and British pounds","2"
"REMOVE","Is 12 multiplied by 4 equal to 48","6"
"REMOVE","What is the cube root of 64","4"
"REMOVE","What is the weather like in Miami","4"
"REMOVE","wiki Who is the founder of Amazon","8"
"REMOVE","What is the best time to visit the Colosseum","11"
"REMOVE","Provide information about the nearest public transportation options","5"
"REMOVE","Locate the nearest emergency room","8"
"REMOVE","What is the best way to improve physical fitness","1"
"REMOVE","Find the nearest art gallery","9"
"ADD","weather Australia","1"
"ADD","Are there any lectures on Saturday","22"
"ADD","Where is DeepSpace located","8"
"ADD","Which lectures are there on Monday at 9","15"
"ADD","wiki where is the Taj Mahal located","2"
"ADD","(2+3)/5+3/2","3"
"ADD","which lectures are there on monday at 9","17"
"ADD","which lectures are there on tuesday at 12","48"
"ADD","which lectures are there at 12 on wednesday","21"
"ADD","which lectures are there at 12 on thursday","26"
"ADD","which lectures are there at 10 on friday","15"
"ADD","how do I get to deepspace","15"
"ADD","how do I get to the lecture hall","43"
"ADD","how do she get to c.0016","33"
"ADD","where is spacebox","24"
"ADD","where is the project room","5"
"ADD","where is c.0020 located","3"
"ADD","weather Istanbul","3"
"ADD","weather San Francisco","24"
"ADD","wiki Maastricht","37"
"ADD","wiki Alan Turing","2"
"ADD","wiki natural language processing","1"
"ADD","what is 9*12","11"
"ADD","what is 1/0","15"
"ADD","is 5+2 equal to 7","3"
"ADD","is 4*23 equal to 82","8"
"ADD","what is ((3+2)*4)/6","32"
"ADD","what is 4^2","3"
"ADD","what is the weather in London","2"
"ADD","wiki who is Queen Elizabeth II","17"
"ADD","how's the weather in Brussels","2"
"ADD","at 16 on Sunday which lectures are there","27"
"ADD","on monday at 9 which lectures are there","70"
"ADD","where is the library located","19"
"ADD","wiki what is the netherlands","4"
"ADD","what's the weather like in Amsterdam","3"
"ADD","can you find on wiki who is King Willem-Alexander","20"
"ADD","is (5-3)*2 equal to 2","5"
"ADD","what is ((3-9)^3)*2","54"
"ADD","how do you get to deepspace","10"
"ADD","what is the weather like in Singapore","4"
"ADD","which lectures are there on friday at 10","61"
"ADD","which lectures are there on thirsday at 11","37"
"ADD","which lectures are there at 13 on wednesday","36"
"ADD","which lectures are there at 12 on tuesday","49"
"ADD","which lectures are there at 10 on Monday","16"
"ADD","how do I get to spacedeep","31"
"ADD","how do I get to the hall","10"
"ADD","how do she get to c.1015","11"
"ADD","where is box","1"
"ADD","where is the project room","5"
"ADD","where is b.1013 located","1"
"ADD","weather Tokyo","2"
"ADD","weather Mexico","2"
"ADD","wiki Turing Test","1"
"ADD","wiki Alex Friedman","5"
"ADD","wiki theoritical computer science ","4"
"ADD","what is 9*12","3"
"ADD","what is 1/0","3"
"ADD","is 15+2 equal to 17","3"
"ADD","is 4*100 equal to 400","1"
"ADD","what is ((3+2)*4)/6","5"
"ADD","what is 4^2","10"
"ADD","what is the weather in London","3"
"ADD","wiki who is Queen Elizabeth II","5"
"ADD","how's the weather in Brussels","10"
"ADD","at 16 on Sunday which lectures are there","12"
"ADD","on monday at 9 which lectures are there","33"
"ADD","where is the library located","15"
"ADD","wiki what is the netherlands","5"
"ADD","what's the weather like in Amsterdam","4"
"ADD","wiki who is King Willem-Alexander","52"
"ADD","is (9-8)*3 equal to 1","5"
"ADD","what is ((3-12)^3)*2","11"
"ADD","how do you get to deepspace","12"
"ADD","what is the weather like in Philippines","2"
"ADD","which lectures are there on friday at 15","35"
"ADD","which lectures are there on thirsday at 13","10"
"ADD","which lectures are there at 9 on wednesday","9"
"ADD","which lectures are there at 10 on tuesday","35"
"ADD","which lectures are there at 15 on Monday","24"
"ADD","how do I get to deepspa","26"
"ADD","how do I get to the hall lecture","27"
"ADD","how do she get to c.2011","5"
"ADD","where is box","2"
"ADD","where is the room project","15"
"ADD","where is b.3001 located","1"
"ADD","weather Beijing","6"
"ADD","weather Mexico City","13"
"ADD","wiki what is software testing","3"
"ADD","wiki computer graphics algorithms","42"
"ADD","wiki Linear programming ","46"
"ADD","what is 3*32","13"
"ADD","what is 8/0","4"
"ADD","is 15+2 equal to 17","2"
"ADD","is 83*40 equal to 3320","3"
"ADD","what is ((3+2)*4)/6","7"
"ADD","what is 13^2","2"
"ADD","what is the weather in Edingburgh","6"
"ADD","wiki who is the current president of Canada","12"
"ADD","how's the weather in Antwerp","1"
"ADD","at 13 on Sunday which lectures are there","11"
"ADD","on thursday at 9 which lectures are there","10"
"ADD","where is the Randwyck library located","10"
"ADD","wiki what is the netherlands","4"
"ADD","what's the weather like in Njimegen","20"
"ADD","wiki what are the current emerging trends in cybersecurity","32"
"ADD","is (27)**3 equal to 19683","9"
"ADD","what is ((3-12)^3)*2","3"
"ADD","how do you get to deepspace","8"
"ADD","what is the weather like in Laos","4"
"ADD","is 5+2 equal to 7","6"
"ADD","is 4*23 equal to 82","2"
"ADD","what is ((3+2)*4)/6","5"
"ADD","is 63*54 equal to 3402","3"
"ADD","is 4*20 equal to 80","13"
"ADD","what is ((5+19)*4)/6","8"
"ADD","how do you get to place","22"
"ADD","what is the weather like in Namibia","5"
"ADD","is 572+3654 equal to 4226","8"
"ADD","is 7**3 equal to 343","4"
"ADD","what is ((29-12)^3)*2","13"
"ADD","is 47*29 equal to 1363","11"
"ADD","What are the available lectures on Tuesday at 14","13"
"ADD","Can you provide information on the location of the physics lab","11"
"ADD","Please tell me where I can find room B.1020","6"
"ADD","What is the weather forecast for Sydney","8"
"ADD","Do you have any details on the lecture schedule for Wednesday at 11","18"
"ADD","wiki Tell me about the history of the Eiffel Tower","6"
"ADD","What is the value of (4*5)/(2+1)","9"
"ADD","Which lectures are scheduled for Monday at 13","21"
"ADD","Could you provide information on the location of the computer science department","58"
"ADD","Where can I find the seminar room","31"
"ADD","What is the weather like in New York City","6"
"ADD","wiki Provide me with information on the topic ""Machine Learning""","56"
"ADD","Is (10-3)*5 equal to 35","5"
"ADD","What is the result of ((6-2)^2)3","11"
"ADD","How can I reach the auditorium","23"
"ADD","Tell me the current weather conditions in Tokyo","7"
"ADD","Which lectures are scheduled for Friday at 11","24"
"ADD","What are the lecture timings for Thursday at 12","36"
"ADD","Please provide details on the lectures at 10 on Wednesday","14"
"ADD","Where can I find the cafeteria","28"
"ADD","Where is the meeting room located","13"
"ADD","Where is room C.2005 situated","12"
"ADD","What is the weather like in Paris","5"
"ADD","wiki What is the population of Germany","15"
"ADD","What are the current weather conditions in Rome","10"
"ADD","Which lectures are scheduled at 15 on Sunday","39"
"ADD","On Monday at 9","1"
"ADD","Where is the university library situated","17"
"ADD","wiki Tell me about the geography of Canada","48"
"ADD","What is the weather forecast for Barcelona","5"
"ADD","wiki Provide information on King Henry VIII","28"
"ADD","Is (5+3)/2 equal to 4","4"
"ADD","What is the result of ((8-4)^3)2","30"
"ADD","How do I get to the gymnasium","34"
"ADD","What is the weather like in Sydney","8"
"ADD","Which lectures are scheduled for Tuesday at 16","9"
"ADD","What lectures are available on Friday at 15","83"
"ADD","Which lectures are scheduled at 9 on Wednesday","45"
"ADD","Tell me the location of room C.1010","11"
"ADD","Where can I find the project room","26"
"ADD","Where is room D.3005 situated","6"
"ADD","What is the weather forecast for Beijing","13"
"ADD","What is the current population of Mexico City","19"
"ADD","wiki Tell me about the history of artificial intelligence","25"
"ADD","wiki What are the fundamentals of computer networking","37"
"ADD","wiki Provide information on the concept of Big O notation","1"
"ADD","What is the result of 79","11"
"ADD","What is the value of 10/0","5"
"ADD","Is 20+5 equal to 25","2"
"ADD","Is 310 equal to 30","5"
"ADD","What is the result of ((4+3)*2)/6","12"
"ADD","What is 5^2","23"
"ADD","What is the weather like in Tokyo","3"
"ADD","wiki Who is the current Prime Minister of the United Kingdom","42"
"ADD","How's the weather in Berlin","1"
"ADD","Which lectures are scheduled at 13 on Sunday","23"
"ADD","On Thursday at 9","3"
"ADD","Where is the library located on campus","1"
"ADD","wiki Tell me about the history of the Netherlands","10"
"ADD","What's the weather like in Amsterdam","7"
"ADD","wiki Who is the current King of Spain","1"
"ADD","Is (6-4)3 equal to 6","6"
"ADD","What is the result of ((5-8)^3)2","22"
"ADD","How can I reach DeepSpace Center","6"
"ADD","What is the weather like in Manila","23"
"ADD","Which lectures are available on Friday at 15","24"
"ADD","Which lectures are scheduled at 13 on Thursday","48"
"ADD","What are the lecture timings for Wednesday at 9","27"
"ADD","Which lectures are scheduled at 10 on Tuesday","20"
"ADD","Which lectures are scheduled at 15 on Monday","18"
"ADD","How do I get to DeepSpa","17"
"ADD","How can I reach the lecture hall","25"
"ADD","How does she get to room C.2011","21"
"ADD","Where can I find the box","8"
"ADD","Where is the project room located","36"
"ADD","Where is room B.3005 situated","7"
"ADD","What is the weather forecast for Shanghai","7"
"ADD","wiki What is the current population of Seoul","22"
"ADD","wiki Tell me about software testing methodologies","28"
